variable,importance_mean,importance_std
child_workless_pct,2.1691408772454897,0.21655390752640688
median_income,0.9402112966156859,0.12172121183817339
employment_rate,0.7644961767831189,0.14337368916587215
no_qual_pct,0.05638261067734469,0.023842851296585168
